IL,NE,RCI, RP ,RA, CT ,%k
5.254530256,0.679508033,9.020218654, 1.1892354 ,0.381140383," 4,193,950,000.00 ",13.97983333
3.898801811,0.256489057,33.94957511, 1.2518351 ,0.930753128," 434,026,000.00 ",1.446753333
9.580024619,0.090417431,10, 0.5630117 ,0.512105669," 3,499,037,000.00 ",11.66345667
1.572100446,0.539055415,11.36717848, 0.9387069 ,0.432691876," 1,278,343,000.00 ",4.261143333
9.721695096,0.573848114,4.062340877, 0.7521701 ,0.320538706," 4,090,475,000.00 ",13.63491667
2.533556691,0.465959779,4.725002678, 0.3628045 ,0.193752207," 3,356,517,000.00 ",11.18839
1.393762116,0.853356415,4.05634962, 0.4550319 ,0.066727506," 1,743,809,000.00 ",5.812696667
1.90721443,0.365994887,10, 0.4276757 ,0.271148574," 2,074,422,000.00 ",6.91474
2.214608422,0.501771879,2774513, 1.5936639 ,0.79400815," 1,578,646,000.00 ",5.262153333
1.834251272,0.526848841,10, 0.7937093 ,0.375544497," 1,149,066,000.00 ",3.83022
3.004305515,0.175006461,44.33867855, 0.2783187 ,0.22961115," 373,813,000.00 ",1.246043333
1.659413284,0.568504565,10, 1.6101365 ,0.694766541," 235,975,000.00 ",0.786583333
5.360332985,0.881800257,10, 1.3506377 ,0.159645031," 4,865,979,000.00 ",16.21993
3.200241959,0.387309455,10, 0.7459939 ,0.45706339," 5,323,316,000.00 ",17.74438667
1.525940587,0.479133282,58.08618953, 0.7184905 ,0.374237781," 2,097,460,000.00 ",6.991533333
1.167279978,0.789793953,7.98171721, 1.6944084 ,0.356174885," 7,179,254,000.00 ",23.93084667
2.266930434,0.345349701,34.48328691, 0.0826451 ,0.054103622," 1,401,576,000.00 ",4.67192
3.56354645,0.179090827,2.227961802, 0.2814851 ,0.231073694," 8,198,260,000.00 ",27.32753333
1.848346744,0.562558088,46.10872105, 0.5279535 ,0.230948968," 1,315,863,000.00 ",4.38621
3.607715649,0.714161428,10, 1.5307247 ,0.437540173," 3,473,665,000.00 ",11.57888333
2.029610087,0.460487682,10, 0.2626671 ,0.141712158," 1,476,396,000.00 ",4.92132
4.243754684,0.249309048,10, 0.0454813 ,0.034142417," 2,778,477,000.00 ",9.26159
3.002247364,0.321295736,10, 1.0342027 ,0.701917804," 3,044,313,000.00 ",10.14771
1.561173847,0.523422431,3.245928383, 0.5122003 ,0.244103195," 457,488,000.00 ",1.52496
0.694333837,0.551488349,10, 0.1246239 ,0.055895283," (324,177,000.00)",-1.08059
2.664187411,0.368000943,10, 0.8137442 ,0.51428555," 852,257,000.00 ",2.840856667
2.413871045,0.31132528,10, 0.7200664 ,0.495891539," 530,442,000.00 ",1.76814
5.781245298,0.306622447,10, 0.4087232 ,0.283399477," 11,026,484,000.00 ",36.75494667
1.633271923,0.644395804,10.5837136, 1.0840663 ,0.385498511," 20,249,971,000.00 ",67.49990333
3.414064488,0.259338991,10, 0.9118426 ,0.675366256," 2,068,018,000.00 ",6.893393333
1.41545647,0.452702588,26.35501506, 0.6220728 ,0.340458837," 715,974,000.00 ",2.38658
2.691391666,0.360149607,8.708807271, 0.6936371 ,0.443823966," 3,956,363,000.00 ",13.18787667
1.486944602,0.668319321,22.26782305, 1.7245355 ,0.57199511," 4,667,122,000.00 ",15.55707333
2.670455963,0.275790865,9.201256963, 0.4073562 ,0.295011095," 830,387,000.00 ",2.767956667
14.6453875,0.135032633,121.8955614, 0.1807855 ,0.156373572," 1,879,734,000.00 ",6.26578
3.117835043,0.501418078,10, 0.5964368 ,0.297372591," 3,873,533,000.00 ",12.91177667
0.001557098,0.46928025,0, -   ,0," (2,307,752,000.00)",-7.692506667
7.173029319,0.072162612,50.99041874, 0.2398639 ,0.22255465," 862,829,000.00 ",2.876096667
1.844095225,0.440078792,8.181774384, 0.8137546 ,0.455638468," 755,905,000.00 ",2.519683333
1.060302342,0.842754512,5.472034483, 2.2667221 ,0.356431827," 1,553,982,000.00 ",5.17994
21.57552748,0.674730374,10, 0.9328579 ,0.303430331," 1,812,848,000.00 ",6.042826667
3.155368679,0.295713403,10, 0.3532816 ,0.248811522," 845,799,000.00 ",2.81933
2.862497154,0.503640545,21.25091622, 1.1263539 ,0.559076422," 2,601,726,000.00 ",8.67242
0.43816474,0.88391712,37.46451468, 8.2005429 ,0.951942638," (2,087,368,000.00)",-6.957893333
1.266602195,0.763694027,34.35575733, 1.3888737 ,0.328199144," 2,488,563,000.00 ",8.29521
1.249469154,0.823000376,10, 4.5344973 ,0.802604312," 188,331,000.00 ",0.62777
28.10505967,0.321626592,34.03366209, 0.1228114 ,0.083311989," 1,051,595,000.00 ",3.505316667
1.827270832,0.463893834,34.41314906, 0.4620615 ,0.24771404," 480,033,000.00 ",1.60011
3.505479296,0.461681328,10, 0.9439453 ,0.508143392," 2,355,133,000.00 ",7.850443333
1.266187203,0.946454643,0, -   ,0," 113,034,000.00 ",0.37678
6.501258925,0.147854823,13.42798705, 0.2357359 ,0.200881224," 318,996,000.00 ",1.06332
1.517971301,0.586510888,7.083825357, 0.7393093 ,0.305696331," 1,315,745,000.00 ",4.385816667
1.210153873,0.767642198,4.129762594, 1.7861399 ,0.415023531," 1,762,388,000.00 ",5.874626667
2.870748648,0.132609892,10, 0.0679581 ,0.058946203," 1,132,323,000.00 ",3.77441
1.222079017,0.719052414,5.479287837, 0.7583554 ,0.213058117," 288,788,000.00 ",0.962626667
1.250799287,0.651575601,3.775694688, 1.3247353 ,0.461570105," 3,352,178,000.00 ",11.17392667
1.877191788,0.596490083,11.95839706, 1.2008773 ,0.484565917," 2,152,469,000.00 ",7.174896667
2.276683296,0.706618913,10, 0.8561673 ,0.251183287," 606,242,000.00 ",2.020806667
2.633231357,0.457896101,9.261847373, 0.6712351 ,0.363879143," 2,594,014,000.00 ",8.646713333
1.059627323,0.582387833,10, 2.7374998 ,1.143213239," 12,611,000.00 ",0.042036667
1.653955396,0.605189124,21.70866449, 2.1524936 ,0.849827869," 5,280,835,000.00 ",17.60278333
8.607743796,0.110995183,49.05999804, 0.2923196 ,0.259873509," 3,249,488,000.00 ",10.83162667
1.394471023,0.700065218,3.937979885, 0.8176939 ,0.24525485," 233,259,000.00 ",0.77753
2.041080016,0.455767523,12.89234621, 1.5449721 ,0.84082399," 431,232,000.00 ",1.43744
3.615158537,0.458114946,10, 0.2366785 ,0.128252545," 2,245,872,000.00 ",7.48624
1.472667535,0.806071644,10, 1.2038405 ,0.23345881," 3,435,817,000.00 ",11.45272333
2.079016369,0.487072985,10, 3.2048030 ,1.643830039," 1,060,904,000.00 ",3.536346667
1.652875943,0.422311751,30.15122431, 0.8671933 ,0.500967361," 2,133,137,000.00 ",7.110456667
2.617294834,0.657654153,10, 0.7139196 ,0.244407398," 5,738,361,000.00 ",19.12787
1.472853059,0.68128948,15.87374601, 1.4644802 ,0.466745235," 19,421,523,000.00 ",64.73841
5.033843139,0.520448824,19.97888981, 1.2802351 ,0.613938243," 1,831,748,000.00 ",6.105826667
4.702600051,0.433248921,10, 0.3910779 ,0.221643827," 23,084,408,000.00 ",76.94802667
3.287282125,0.763898184,4.09727706, 1.6139000 ,0.381044731," 22,090,493,000.00 ",73.63497667
2.141684067,0.39447559,18.02423478, 0.3693540 ,0.223652862," 1,235,736,000.00 ",4.11912
1.160783114,0.721745212,9.779336893, 2.3090704 ,0.642509906," 1,080,609,000.00 ",3.60203
7.231384546,0.094158495,3.197710185, 0.5840502 ,0.52905689," 6,660,540,000.00 ",22.2018
3.978387101,0.236110713,40.8281731, 0.8466430 ,0.64674154," 7,801,611,000.00 ",26.00537
2.654189029,0.674988663,10, 0.4193606 ,0.136296935," 12,463,431,000.00 ",41.54477
4.870738344,0.194537729,20.63021589, 0.8275913 ,0.666593601," 1,092,423,000.00 ",3.64141
1.407629808,0.551794755,10, 1.9920793 ,0.892860391," 130,744,000.00 ",0.435813333
1.52362714,0.61098379,2.952778079, 0.4118274 ,0.160207553," 979,975,000.00 ",3.266583333
0.452048961,0.365905689,10, 0.0427819 ,0.027127747," (1,199,284,000.00)",-3.997613333
2.167846661,0.420157568,11.23465485, 0.7060101 ,0.409374642," 9,274,696,000.00 ",30.91565333
1.078764195,0.872330308,7.374693593, 2.0570393 ,0.262621573," 455,548,000.00 ",1.518493333
1.609723208,0.599733836,11.57823736, 1.6368689 ,0.655183223," 1,683,861,000.00 ",5.61287
5.489695571,0.104715115,8.157561925, 0.5341333 ,0.478201437," 987,962,000.00 ",3.293206667
2.123584358,0.461309967,5.719467074, 0.6738352 ,0.362988316," 4,181,272,000.00 ",13.93757333
2.283673926,0.435059301,10, 0.8759739 ,0.494873301," 2,669,984,000.00 ",8.899946667
3.750397029,0.242430925,11.91309347, 0.8473187 ,0.641902471," 3,377,130,000.00 ",11.2571
1.412998867,0.840361832,10, 1.7094742 ,0.27289733," 986,340,000.00 ",3.2878
2.41631324,0.562064071,10, 1.3549560 ,0.593383919," 3,154,808,000.00 ",10.51602667
5.918890364,0.488185291,6.547123488, 0.8420343 ,0.430965538," 507,477,000.00 ",1.69159
2.400964421,0.542427071,5.539663295, 0.7184291 ,0.328733704," 1,320,748,000.00 ",4.402493333
1.45220235,0.846296766,10, 3.4801154 ,0.534904998," 738,531,000.00 ",2.46177
12.85371014,0.628148691,58.48473009, 1.3305450 ,0.494764908," 4,812,713,000.00 ",16.04237667
2.037755118,0.482722351,51.59666546, 0.9739596 ,0.503807527," 1,415,471,000.00 ",4.718236667
1.04114701,0.681033404,9.562470595, 1.2275493 ,0.391547233," 144,080,000.00 ",0.480266667
2.912949248,0.271324185,10, 0.2714986 ,0.197834494," 1,278,072,000.00 ",4.26024
1.777725499,0.586884932,11.20353293, 2.1065686 ,0.870255231," 310,755,000.00 ",1.03585
1.148319941,0.808690855,10, 1.5927799 ,0.304713355," 315,928,000.00 ",1.053093333
2.429510285,0.432024052,10, 0.4657712 ,0.264546832," 8,971,638,000.00 ",29.90546
1.468633836,0.709577821,7.46994961, 1.2075920 ,0.350711494," 1,923,068,000.00 ",6.410226667
2.423004915,0.443301064,10, 0.4081879 ,0.22723778," 722,064,000.00 ",2.40688
2.541312297,0.36565891,19.84935403, 0.6630561 ,0.42060374," 1,585,736,000.00 ",5.285786667
1.504368384,0.615692735,27.96893282, 1.6050076 ,0.616816086," 2,244,288,000.00 ",7.48096
2.235456114,0.459614837,10, 0.6773087 ,0.366007547," 1,329,693,000.00 ",4.43231
2.82359899,0.341738914,9.846130452, 0.7771429 ,0.511562913," 3,504,319,000.00 ",11.68106333
1.805239382,0.536735941,10, 0.9662079 ,0.447609372," 389,665,000.00 ",1.298883333
2.010200083,0.435186616,10, 0.4606741 ,0.260194888," 822,415,000.00 ",2.741383333
25.95265784,0.580003608,10, 0.1721657 ,0.072308974," 725,249,000.00 ",2.417496667
8.482727872,0.547970329,4.705802081, 0.8364957 ,0.37812087," 1,351,014,000.00 ",4.50338
0.908611544,0.848335473,2.108742629, 1.9245953 ,0.291892833," (4,265,317,000.00)",-14.21772333
5.640701432,0.175437147,10, 0.3612953 ,0.297910647," 7,604,736,000.00 ",25.34912
2.684193014,0.262591923,10, 0.4210423 ,0.310479999," 1,483,033,000.00 ",4.943443333
2.230960578,0.379323793,10, 0.6570446 ,0.407811957," 955,074,000.00 ",3.18358
33.47193371,0.029579794,10, 0.0975484 ,0.094662934," 278,252,000.00 ",0.927506667
1.712601928,0.528983645,10, 0.8567955 ,0.403564688," 18,575,651,000.00 ",61.91883667
1.937106038,0.516132836,10, 0.4907218 ,0.237444189," 582,477,000.00 ",1.94159
1.918025176,0.399215934,9.822480708, 0.8795931 ,0.528445503," 1,854,734,000.00 ",6.182446667
2.106803899,0.436078494,16.00807574, 0.7823553 ,0.441186991," 6,910,795,000.00 ",23.03598333
3.754797569,0.604047032,10, 0.6275981 ,0.248499331," 1,380,250,000.00 ",4.600833333
3.309496246,0.376001865,41.66314554, 0.4540780 ,0.283343803," 2,340,104,000.00 ",7.800346667
22.44711076,0.024651299,12.79530885, 0.2316957 ,0.225984139," 602,385,000.00 ",2.00795
2.433398749,0.455796939,10, 1.1605211 ,0.631559129," 3,842,674,000.00 ",12.80891333
10.66136725,0.291512692,10, 1.8776913 ,1.33032047," 176,233,000.00 ",0.587443333
3.246436983,0.489156943,16.35018075, 0.6022205 ,0.307640142," 2,114,497,000.00 ",7.048323333
3.018217606,0.638880249,9.056943286, 0.9260251 ,0.334405946," 2,870,965,000.00 ",9.569883333
2.328002275,0.286807418,10, 0.4156053 ,0.296406627," 1,779,535,000.00 ",5.931783333
1.540636931,0.633333328,12.42981055, 1.6071359 ,0.589283163," 2,273,993,000.00 ",7.579976667
6.452894472,0.251991077,22.28492767, 0.8261433 ,0.617962565," 915,481,000.00 ",3.051603333
9.063349714,0.078825704,88.7021219, 0.3132008 ,0.28851255," 2,164,195,000.00 ",7.213983333
8.237972835,0.426536315,4.576043561, 0.4229175 ,0.24252781," 18,902,603,000.00 ",63.00867667
2.824604029,0.32030441,9.331350525, 0.6654211 ,0.452283789," 5,521,104,000.00 ",18.40368
1.657777082,0.585726564,5.689520304, 0.8648898 ,0.358300859," 8,667,278,000.00 ",28.89092667
8.226389959,0.104909178,10, 0.1507588 ,0.134942845," 8,907,176,000.00 ",29.69058667
0.314407278,0.479659284,10, 0.1810419 ,0.094203468," (1,104,108,000.00)",-3.68036
1.067437209,0.547322571,4.902189981, 0.6015865 ,0.272324648," 266,986,000.00 ",0.889953333
1.811581535,0.697531555,10, 0.3611811 ,0.109245892," 1,790,176,000.00 ",5.967253333
1.350887526,0.606213917,10, 1.3489235 ,0.531187314," 304,443,000.00 ",1.01481
1.527732201,0.772601927,10, 2.5253873 ,0.574268195," 11,124,104,000.00 ",37.08034667
3.968601527,0.25071705,10, 0.5587325 ,0.418648714," 796,645,000.00 ",2.655483333
5.15811289,0.449329423,10, 0.9112862 ,0.50181852," 1,199,811,000.00 ",3.99937
1.84158999,0.718668921,10, 1.7011912 ,0.478597941," 2,836,165,000.00 ",9.453883333
2.970840238,0.211022374,10, 0.2517039 ,0.198588774," 4,772,703,000.00 ",15.90901
1.750484317,0.549732058,22.25503438, 1.2957035 ,0.58341375," 899,526,000.00 ",2.99842
1.031154891,0.767558169,10, 3.7782780 ,0.878229858," 32,143,000.00 ",0.107143333
112.2268523,0.008094054,58.06955381, 0.0106711 ,0.01058468," 3,763,583,000.00 ",12.54527667
2.27536945,0.339079974,54.89951192, 0.4832539 ,0.319392166," 5,513,139,000.00 ",18.37713
2.469526696,0.394101763,79.78709348, 1.3439015 ,0.814267541," 1,738,888,000.00 ",5.796293333
9.131663081,0.247384889,26.21739156, 0.6055886 ,0.455775168," 25,427,003,000.00 ",84.75667667
1.606176196,0.631781847,10, 0.1248579 ,0.045974941," 1,769,044,000.00 ",5.896813333
2.174288956,0.48641824,10, 1.0124014 ,0.519950878," 19,801,855,000.00 ",66.00618333
2.641974992,0.378504718,10, 0.2948874 ,0.183271106," 1,282,059,000.00 ",4.27353
4.217956669,0.236886464,10, 0.5131075 ,0.391559247," 1,841,923,000.00 ",6.139743333
0.983684565,0.869216912,5.653028449, 4.0330237 ,0.527451298," (484,583,000.00)",-1.615276667
1.058939635,0.254325728,18.42424767, 0.1744523 ,0.130084592," 49,032,000.00 ",0.16344
2.738568872,0.557031528,3.008216156, 0.8131757 ,0.360211217," 34,148,024,000.00 ",113.8267467
1.945275552,0.591892605,4.810760696, 0.4715184 ,0.192430162," 17,774,106,000.00 ",59.24702
6.260274897,0.840163007,17.31002076, 0.2354760 ,0.037637776," 779,578,000.00 ",2.598593333
2.028374281,0.48600482,10.67291702, 0.7309407 ,0.375699974," 582,283,000.00 ",1.940943333
1.972789614,0.526024678,12.86635325, 1.1462302 ,0.543284838," 9,899,111,000.00 ",32.99703667
2.562811631,0.522093544,8.224110108, 1.0520184 ,0.502766364," 9,567,575,000.00 ",31.89191667
1.589667341,0.538995402,10, 0.6062243 ,0.279472184," 1,712,871,000.00 ",5.70957
2.218234027,0.510342161,7.870503597, 0.4318989 ,0.211482699," 1,697,000,000.00 ",5.656666667
1.891990887,0.483164954,3.004849588, 0.6254514 ,0.323255201," 2,476,668,000.00 ",8.25556
10.68949606,0.554963732,19.11681164, 1.1979085 ,0.533112726," 3,185,635,000.00 ",10.61878333
1.899785925,0.859573908,2.878769819, 1.4328017 ,0.201202748," 1,438,315,000.00 ",4.794383333
2.25293703,0.411516303,6.677978747, 0.7603165 ,0.447433851," 13,075,503,000.00 ",43.58501
18.92592104,0.052809541,10, 0.0774842 ,0.073392309," 6,928,727,000.00 ",23.09575667
4.456030499,0.4304304,15.85324568, 0.8360131 ,0.47616764," 3,341,470,000.00 ",11.13823333
4.245135944,0.228073797,10, 0.6297056 ,0.486086282," 1,870,068,000.00 ",6.23356
1.464361877,0.540621745,16.20643612, 0.5703259 ,0.261995295," 2,728,387,000.00 ",9.094623333
0.127451464,0.929206056,3.969468631, 0.5870379 ,0.041558728," (2,774,871,000.00)",-9.24957
1.913856868,0.435326197,11.45941111, 0.4327422 ,0.244358186," 747,969,000.00 ",2.49323
0.904713005,0.643076211,4.268890406, 0.8416398 ,0.300401274," (128,424,000.00)",-0.42808
1.824560597,0.550314541,8.755736915, 0.8395170 ,0.377518602," 13,508,613,000.00 ",45.02871
0.795517736,0.911001251,10, 1.1599773 ,0.103236532," (927,023,000.00)",-3.090076667
1.4254324,0.828428055,14.06896142, 2.7274585 ,0.467955361," 869,928,000.00 ",2.89976
3.542007528,0.275128447,10, 0.8276211 ,0.599918992," 1,016,409,000.00 ",3.38803
0.346085462,0.622310441,10, 0.2090914 ,0.07897163," (2,217,366,000.00)",-7.39122
3.320457069,0.299928441,6.12717093, 0.7669958 ,0.536951972," 4,146,137,000.00 ",13.82045667
1.222965987,0.771434453,1.910984975, 1.5080890 ,0.344697186," 1,767,970,000.00 ",5.893233333
2.48453279,0.285211529,10, 0.1593724 ,0.113917558," 2,631,082,000.00 ",8.770273333
4.155213353,0.054976765,9.210972851, 0.0011594 ,0.001095653," 1,265,026,000.00 ",4.216753333
3.96033303,0.246834958,10, 0.3204731 ,0.241369155," 6,046,720,000.00 ",20.15573333
9.692520461,0.08968721,51.66181616, 0.0736521 ,0.067046411," 8,736,522,000.00 ",29.12174
1.527168079,0.606154149,31.36891723, 1.5612717 ,0.614900367," 1,058,243,000.00 ",3.527476667
